item_id	classification	issue	projects	evidence_or_note
maclane:III.4:ex5	PRESENT	-	-	Theory/Morphisms/Stability.v:226 monic_pullback_stable
maclane:III.4:ex8	PRESENT	-	-	Theory/Morphisms/Stability.v:106 pullback_paste
maclane:III.4:remark1	PRESENT	-	-	Structure/UniversalProperty.v:175 univ_property_unique_up_to_unique_iso
maclane:III.4:remark2	PRESENT	-	-	Structure/UniversalProperty/Limit.v:141 LimitIsUniversalProperty
maclane:III.4:remark4	PRESENT	-	-	Structure/Equalizer/Fork.v:83 equalizer_monic
maclane:III.4:remark5	PRESENT	-	-	Structure/Limit/Terminal.v:33 Terminal_Limit
maclane:III.5:def1	PRESENT	-	-	Structure/Cartesian.v:121 Cartesian
maclane:III.5:def2	PRESENT	-	-	Structure/Monoidal/Relevance.v:50 diagonal
maclane:III.5:def3	PRESENT	-	-	Structure/ZeroObject.v:35 ZeroObject
maclane:III.5:ex1	PRESENT	-	-	Structure/Monoidal/Relevance.v:53 diagonal_natural
maclane:III.5:ex2	PRESENT	-	-	Structure/Monoidal.v:162 triangle_identity / pentagon_identity
maclane:III.6:def1	PRESENT	-	-	Structure/Monoid.v:124 MonoidObject
maclane:III.6:def2	PRESENT	-	-	Structure/Group.v:109 GroupObject
maclane:III.7:def1	PRESENT	-	-	Theory/Sheaf.v:124 Presheaf
maclane:IV.1:thm2	PARTIAL	#347	4	MacLane IV.1: Determination of an adjunction by its counit and by couniversal arrows
maclane:IV.1:cor2	PARTIAL	#348	4	MacLane IV.1: A left adjoint exists exactly when the hom-functors are representable
maclane:IV.1:ex1	PARTIAL	#348	4	MacLane IV.1: A left adjoint exists exactly when the hom-functors are representable
maclane:IV.1:thm3	ABSENT	#349	4	MacLane IV.1: Adjoints of additive functors are additive
maclane:IV.1:ex4	ABSENT	#350	4	MacLane IV.1: Paré's criterion — a left adjoint from a split idempotent
maclane:IV.1:construction5	PARTIAL	#351	4	MacLane IV.1: Coproducts as the left adjoint of the diagonal functor
maclane:IV.2:def1	ABSENT	#352	4	MacLane IV.2: Connected categories
maclane:IV.2:construction2	PARTIAL	#353	4	MacLane IV.2: Limits and colimits as adjoints of the diagonal functor
maclane:IV.2:ex6	ABSENT	#354	4	MacLane IV.2: Units and counits of the equalizer, coequalizer, pullback and pushout adjunctions
maclane:IV.2:ex7	ABSENT	#355	4	MacLane IV.2: Limits over a disjoint union of index categories, and connected components
maclane:IV.2:ex8	ABSENT	#356	4	MacLane IV.2: Limits and colimits of a constant functor over a connected index category
maclane:IV.2:ex9	PARTIAL	#357	4	MacLane IV.2: The adjoint string on the objects functor of Cat
maclane:IV.2:def2	PARTIAL	#358	4	MacLane IV.2: Functors adjoint on the right
maclane:IV.2:construction3	PARTIAL	#359	4	MacLane IV.2: The dual-object functor is adjoint to itself on the right
maclane:IV.2:ex2	ABSENT	#360	4	MacLane IV.2: The forgetful functor from R-modules to abelian groups has both adjoints
maclane:IV.2:ex3	ABSENT	#361	4	MacLane IV.2: The universal enveloping algebra is left adjoint to the commutator functor
maclane:IV.2:ex4	ABSENT	#362	4	MacLane IV.2: Adjoining an identity to a ring as a left adjoint
maclane:IV.2:ex5	ABSENT	#363	4	MacLane IV.2: A monoid is a group exactly when its translations have adjoints
maclane:IV.2:ex10	ABSENT	#364	4	MacLane IV.2: The cokernel-pair functor is left adjoint to the equalizer functor
maclane:IV.2:ex11	ABSENT	#365	4	MacLane IV.2: A left adjoint to the coslice projection
maclane:IV.2:ex12	ABSENT	#366	4	MacLane IV.2: Copowers and powers as an adjunction with a parameter
maclane:IV.7:ex1	ABSENT	#366	4	MacLane IV.2: Copowers and powers as an adjunction with a parameter
maclane:IV.3:thm1	PARTIAL	#367	4	MacLane IV.3: Fullness and faithfulness of a right adjoint through its counit
maclane:IV.3:lem1	ABSENT	#367	4	MacLane IV.3: Fullness and faithfulness of a right adjoint through its counit
maclane:IV.3:ex5	PARTIAL	#367	4	MacLane IV.3: Fullness and faithfulness of a right adjoint through its counit
maclane:IV.3:ex3	ABSENT	#368	4	MacLane IV.3: Fullness of an adjoint and invertibility of the unit-counit composites
maclane:IV.3:ex6	PARTIAL	#368	4	MacLane IV.3: Fullness of an adjoint and invertibility of the unit-counit composites
maclane:IV.3:remark1	ABSENT	#369	4	MacLane IV.3: Monomorphisms and epimorphisms in a functor category are pointwise
maclane:IV.3:construction1	ABSENT	#370	4	MacLane IV.3: Concrete reflective and coreflective subcategories
maclane:IV.3:ex2	ABSENT	#371	4	MacLane IV.3: Torsion-free abelian groups form a reflective subcategory
maclane:IV.3:ex4	ABSENT	#372	4	MacLane IV.3: Posets are reflective in preorders, and T0-spaces in Top
maclane:IV.3:ex7	ABSENT	#373	4	MacLane IV.3: A full reflective subcategory inherits limits
maclane:IV.4:def3	PARTIAL	#374	4	MacLane IV.4: Skeletons and skeletal categories
maclane:IV.4:remark1	ABSENT	#374	4	MacLane IV.4: Skeletons and skeletal categories
maclane:IV.4:ex1	ABSENT	#374	4	MacLane IV.4: Skeletons and skeletal categories
maclane:IV.4:prop2	PARTIAL	#375	4	MacLane IV.4: An isomorphism-dense full subcategory is reflective
maclane:IV.4:def-left-adjoint-left-inverse	ABSENT	#376	4	MacLane IV.4: Left-adjoint-left-inverses and their characterization
maclane:IV.4:ex4	ABSENT	#376	4	MacLane IV.4: Left-adjoint-left-inverses and their characterization
maclane:IV.4:ex3	PARTIAL	#377	4	MacLane IV.4: A full, faithful, surjective-on-objects functor has a left-adjoint-right-inverse
maclane:IV.4:ex5	ABSENT	#378	4	MacLane IV.4: The colimit functor as a left-adjoint-left-inverse of the diagonal
maclane:IV.4:ex2	PARTIAL	#379	4	MacLane IV.4: Adjoint equivalences compose
maclane:IV.5:def1	PARTIAL	#380	4	MacLane IV.5: Galois connections are adjunctions between preorders
maclane:IV.5:thm1	ABSENT	#380	4	MacLane IV.5: Galois connections are adjunctions between preorders
maclane:IV.5:construction1	ABSENT	#381	4	MacLane IV.5: The Galois connection of a group acting on a set
maclane:IV.5:construction2	ABSENT	#382	4	MacLane IV.5: The powerset preorder and the direct-image/inverse-image adjunction
maclane:IV.5:construction3	PARTIAL	#383	4	MacLane IV.5: Boolean connectives as adjoints on a powerset
maclane:IV.5:construction4	ABSENT	#384	4	MacLane IV.5: Quantifiers as adjoints to substitution
maclane:IV.5:ex1	ABSENT	#385	4	MacLane IV.5: The orthogonal complement as a Galois connection
maclane:IV.5:ex2	PARTIAL	#386	4	MacLane IV.5: Closed elements of a Galois connection and the fixed points of an adjunction
maclane:IV.5:ex3	PARTIAL	#387	4	MacLane IV.5: Base change is right adjoint to composition on slices
maclane:IV.1:construction4	PARTIAL	#388	4	MacLane IV.6: The tensor-hom adjunction for modules
maclane:IV.6:construction1	PARTIAL	#388	4	MacLane IV.6: The tensor-hom adjunction for modules
maclane:IV.6:ex1	PARTIAL	#389	4	MacLane IV.6: Powerset lattices and Boolean algebras are cartesian closed
maclane:IV.6:ex2	PARTIAL	#390	4	MacLane IV.6: The entailment preorder of a theory is cartesian closed
maclane:IV.6:ex4	ABSENT	#391	4	MacLane IV.6: Internal composition in a cartesian closed category
maclane:IV.6:ex5	ABSENT	#392	4	MacLane IV.6: Cartesian closure is not inherited by functor categories
maclane:IV.7:def1	ABSENT	#393	4	MacLane IV.7: Maps of adjunctions
maclane:IV.7:prop1	ABSENT	#393	4	MacLane IV.7: Maps of adjunctions
maclane:IV.7:def2	PARTIAL	#394	4	MacLane IV.7: Conjugate natural transformations and the four characterizations of conjugacy
maclane:IV.7:thm2	PARTIAL	#394	4	MacLane IV.7: Conjugate natural transformations and the four characterizations of conjugacy
maclane:IV.7:construction1	PARTIAL	#395	4	MacLane IV.7: The category of adjunctions and conjugate pairs
maclane:IV.7:thm3	ABSENT	#396	4	MacLane IV.7: Adjunctions with a parameter
maclane:IV.7:remark1	PARTIAL	#396	4	MacLane IV.7: Adjunctions with a parameter
maclane:IV.7:ex2	ABSENT	#396	4	MacLane IV.7: Adjunctions with a parameter
maclane:IV.7:ex3	ABSENT	#397	4	MacLane IV.7: Choosing right adjoints functorially
maclane:IV.7:ex4	PARTIAL	#398	4	MacLane IV.7: Adjoint squares and the Palmquist mates bijection
maclane:IV.7:ex5	PARTIAL	#398	4	MacLane IV.7: Adjoint squares and the Palmquist mates bijection
maclane:IV.8:thm2	ABSENT	#399	4	MacLane IV.8: Horizontal composition of conjugate pairs makes Adj two-dimensional
maclane:IV.8:ex1	ABSENT	#399	4	MacLane IV.8: Horizontal composition of conjugate pairs makes Adj two-dimensional
maclane:IV.8:remark1	PARTIAL	#399	4	MacLane IV.8: Horizontal composition of conjugate pairs makes Adj two-dimensional
maclane:IV.8:ex2	ABSENT	#400	4	MacLane IV.8: The free-ring adjunction as a composite in two ways
maclane:IV.8:ex3	ABSENT	#401	4	MacLane IV.8: Bimodule tensor adjunctions and their composites
maclane:IV.9:construction1	PARTIAL	#402	4	MacLane IV.9: A subobject classifier for the category of sets
maclane:IV.9:construction2	ABSENT	#403	4	MacLane IV.9: Subobject classifiers for functor categories
maclane:IV.9:remark1	ABSENT	#403	4	MacLane IV.9: Subobject classifiers for functor categories
maclane:IV.10:remark1	PARTIAL	#404	4	MacLane IV.10: Sets and presheaf categories as elementary toposes
maclane:IV.10:remark2	ABSENT	#405	4	MacLane IV.10: Every elementary topos has finite colimits
maclane:IV.1:construction1	ABSENT	#305	4	also covered by existing issue
maclane:IV.1:construction3	PARTIAL	#239	4	also covered by existing issue
maclane:IV.2:construction1	PARTIAL	#312	4	also covered by existing issue
maclane:IV.2:ex1	ABSENT	#310	4	also covered by existing issue
maclane:IV.3:ex1	PARTIAL	#266	4	also covered by existing issue
maclane:IV.10:def1	PRESENT	-	-	Structure/Topos.v:112 ElementaryTopos
maclane:IV.10:def2	PRESENT	-	-	Theory/Sheaf.v:124 Presheaf
maclane:IV.1:construction2	PRESENT	-	-	Construction/Free/Quiver.v:550 FreeForgetfulAdjunction
maclane:IV.1:cor1	PRESENT	-	-	Theory/Adjunction.v:404 left_adjoint_iso
maclane:IV.1:def1	PRESENT	-	-	Theory/Adjunction.v:130 Adjunction
maclane:IV.1:def2	PRESENT	-	-	Theory/Adjunction.v:141 to_adj_nat_l / to_adj_nat_r
maclane:IV.1:ex2	PRESENT	-	-	Construction/Comma/Adjunction.v:904 Adjunction_Comma
maclane:IV.1:ex3	PRESENT	-	-	Adjunction/Diagonal/Product.v:36 Diagonal_Product_Adjunction
maclane:IV.1:thm1	PRESENT	-	-	Theory/Adjunction.v:214 unit / counit
maclane:IV.3:def1	PRESENT	-	-	Construction/Reflective.v:60 Reflective
maclane:IV.3:def2	PRESENT	-	-	Construction/Reflective.v:85 Coreflective
maclane:IV.3:remark2	PRESENT	-	-	Construction/Reflective.v:92 reflective_counit_iso
maclane:IV.4:def1	PRESENT	-	-	Instance/StrictCat.v:56 StrictCat
maclane:IV.4:def2	PRESENT	-	-	Theory/Equivalence.v:151 EquivalenceOfCategories
maclane:IV.4:def4	PRESENT	-	-	Theory/Equivalence/Adjoint.v:69 AdjointEquivalence
maclane:IV.4:remark-duality-examples	OUT_OF_SCOPE	-	-	OOS: The remark's mathematical content is two functional-analysis duality theorems re
maclane:IV.4:thm1	PRESENT	-	-	Theory/Equivalence/FullFaithful.v:160 FF_ESO_Equivalence
maclane:IV.6:def1	PRESENT	-	-	Structure/Cartesian/Closed.v:43 Closed
maclane:IV.6:def2	PRESENT	-	-	Structure/Cartesian/Closed.v:75 eval
maclane:IV.6:ex3	PRESENT	-	-	Structure/Cartesian/Closed.v:389 exp_one
maclane:IV.6:remark1	PRESENT	-	-	Instance/Sets/Cartesian/Closed.v:38 Sets_Closed
maclane:IV.6:remark2	PRESENT	-	-	Instance/Cat/Cartesian/Closed.v:47 Cat_Closed
maclane:IV.8:construction1	PRESENT	-	-	Instance/Adjoints.v:133 Adjoints
maclane:IV.8:thm1	PRESENT	-	-	Adjunction/Compose.v:173 Adjunction_Compose
maclane:IV.9:def1	PRESENT	-	-	Structure/SubobjectClassifier.v:44 SubobjectClassifier
maclane:V.1:def3	PARTIAL	#406	4	MacLane V.1: Creation of limits by a functor
maclane:V.4:thm2	ABSENT	#406	4	MacLane V.1: Creation of limits by a functor
maclane:V.1:thm1	PARTIAL	#407	4	MacLane V.1: Completeness of Sets by cone sets
maclane:V.1:remark1	PARTIAL	#407	4	MacLane V.1: Completeness of Sets by cone sets
maclane:V.1:construction1	PARTIAL	#408	4	MacLane V.1: Inverse limits of towers of sets
maclane:V.1:construction2	ABSENT	#409	4	MacLane V.1: The p-adic integers and formal power series as inverse limits of rings
maclane:V.1:ex6	ABSENT	#409	4	MacLane V.1: The p-adic integers and formal power series as inverse limits of rings
maclane:V.1:ex7	ABSENT	#409	4	MacLane V.1: The p-adic integers and formal power series as inverse limits of rings
maclane:V.1:construction3	ABSENT	#410	4	MacLane V.1: The p-adic solenoid as a limit in Top
maclane:V.1:thm2	ABSENT	#411	4	MacLane V.1: The forgetful functor of Grp lifts and creates limits
maclane:V.1:thm3	ABSENT	#411	4	MacLane V.1: The forgetful functor of Grp lifts and creates limits
maclane:V.1:ex3	ABSENT	#412	4	MacLane V.1: The arrow-category projection creates limits
maclane:V.1:ex2	ABSENT	#413	4	MacLane V.1: Compact Hausdorff spaces and the creation of limits
maclane:V.1:ex5	PARTIAL	#414	4	MacLane V.1: Cat is small-complete
maclane:V.1:ex4	PARTIAL	#415	4	MacLane V.1: FinSet is finitely complete
maclane:V.2:thm1	ABSENT	#416	4	MacLane V.2: Limits from products and equalizers
maclane:V.2:thm2	ABSENT	#416	4	MacLane V.2: Limits from products and equalizers
maclane:V.2:cor2	ABSENT	#416	4	MacLane V.2: Limits from products and equalizers
maclane:V.4:ex2	ABSENT	#416	4	MacLane V.2: Limits from products and equalizers
maclane:V.2:def1	PARTIAL	#417	4	MacLane V.2: Finite index categories and finite limits
maclane:V.2:cor1	ABSENT	#417	4	MacLane V.2: Finite index categories and finite limits
maclane:V.2:ex2	PARTIAL	#418	4	MacLane V.2: Completeness of a product category
maclane:V.2:ex4	PARTIAL	#419	4	MacLane V.2: The canonical comparison arrow for limits of composites
maclane:V.4:ex5	PARTIAL	#419	4	MacLane V.2: The canonical comparison arrow for limits of composites
maclane:V.2:ex5	ABSENT	#420	4	MacLane V.2: Limit as a functor on the category of diagrams
maclane:V.2:ex1	ABSENT	#421	4	MacLane V.2: Manes' criterion for completeness
maclane:V.2:remark1	PARTIAL	#422	4	MacLane V.2: Products in a preorder are greatest lower bounds
maclane:V.2:prop3	ABSENT	#423	4	MacLane V.2: A small small-complete category is a preorder (Freyd)
maclane:V.3:construction1	PARTIAL	#424	4	MacLane V.3: The evaluation functor on a functor category
maclane:V.3:thm1	PARTIAL	#425	4	MacLane V.3: Pointwise limits in a functor category
maclane:V.3:cor1	PARTIAL	#425	4	MacLane V.3: Pointwise limits in a functor category
maclane:V.3:thm2	ABSENT	#426	4	MacLane V.3: Pointwise limits as creation along the discrete inclusion
maclane:V.4:def1	PARTIAL	#427	4	MacLane V.4: Cone-level preservation of limits and continuous functors
maclane:V.4:ex1	ABSENT	#427	4	MacLane V.4: Cone-level preservation of limits and continuous functors
maclane:V.4:thm1	PARTIAL	#428	4	MacLane V.4: Hom-functors are continuous
maclane:V.4:remark1	ABSENT	#428	4	MacLane V.4: Hom-functors are continuous
maclane:V.4:remark2	PARTIAL	#428	4	MacLane V.4: Hom-functors are continuous
maclane:V.4:remark3	PARTIAL	#428	4	MacLane V.4: Hom-functors are continuous
maclane:V.4:def3	ABSENT	#429	4	MacLane V.4: Projective and injective objects
maclane:V.4:def4	ABSENT	#429	4	MacLane V.4: Projective and injective objects
maclane:V.4:ex3	ABSENT	#430	4	MacLane V.4: The free abelian group functor is not continuous
maclane:V.5:construction1	PARTIAL	#431	4	MacLane V.5: Adjunctions and limits in functor categories
maclane:V.5:remark1	PARTIAL	#431	4	MacLane V.5: Adjunctions and limits in functor categories
maclane:V.5:ex1	ABSENT	#432	4	MacLane V.5: Non-existence of adjoints in Set and Set^op
maclane:V.5:ex4	ABSENT	#432	4	MacLane V.5: Non-existence of adjoints in Set and Set^op
maclane:V.5:ex2	ABSENT	#433	4	MacLane V.5: The vector-space dual functor has no right adjoint
maclane:V.5:ex3	ABSENT	#434	4	MacLane V.5: A full reflective subcategory of a cocomplete category is cocomplete
maclane:V.6:thm1	PARTIAL	#435	4	MacLane V.6: The initial-object theorem as a characterization
maclane:V.6:thm2	PARTIAL	#436	4	MacLane V.6: The Freyd adjoint functor theorem as a characterization
maclane:V.6:thm3	ABSENT	#437	4	MacLane V.6: The representability theorem
maclane:V.6:def3	PARTIAL	#437	4	MacLane V.6: The representability theorem
maclane:V.8:ex1	ABSENT	#437	4	MacLane V.6: The representability theorem
maclane:V.6:lem1	PARTIAL	#438	4	MacLane V.6: The comma projection creates limits
maclane:V.6:ex1	PARTIAL	#438	4	MacLane V.6: The comma projection creates limits
maclane:V.1:ex1	PARTIAL	#438	4	MacLane V.6: The comma projection creates limits
maclane:V.6:ex3	ABSENT	#439	4	MacLane V.6: Creation of limits is stable under pullback in Cat
maclane:V.6:ex4	PARTIAL	#439	4	MacLane V.6: Creation of limits is stable under pullback in Cat
maclane:V.6:construction-variety	PARTIAL	#440	4	MacLane V.6: The category of algebras of a variety
maclane:V.6:def-derived-operator	PARTIAL	#440	4	MacLane V.6: The category of algebras of a variety
maclane:V.6:construction-free-algebra	PARTIAL	#441	4	MacLane V.6: The free-algebra adjunction for a variety
maclane:V.6:construction-free-group	ABSENT	#442	4	MacLane V.6: The free group functor via the adjoint functor theorem
maclane:V.6:ex2	PARTIAL	#443	4	MacLane V.6: Left adjoints to forgetful functors by the adjoint functor theorem
maclane:V.6:remark-ord-counterexample	ABSENT	#444	4	MacLane V.6: The solution set condition is necessary (counterexamples)
maclane:V.6:remark-comp-bool	ABSENT	#444	4	MacLane V.6: The solution set condition is necessary (counterexamples)
maclane:V.7:def2	PARTIAL	#445	4	MacLane V.7: Intersections and unions of subobjects
maclane:V.7:def3	PARTIAL	#446	4	MacLane V.7: Quotient objects
maclane:V.7:def4	PARTIAL	#447	4	MacLane V.7: Generating (separating) sets of objects
maclane:V.7:def6	ABSENT	#448	4	MacLane V.7: Spanning arrows and solution sets from subobject intersections
maclane:V.7:lem2	ABSENT	#448	4	MacLane V.7: Spanning arrows and solution sets from subobject intersections
maclane:V.7:remark1	ABSENT	#448	4	MacLane V.7: Spanning arrows and solution sets from subobject intersections
maclane:V.7:construction1	ABSENT	#449	4	MacLane V.7: Tensor products of modules via the adjoint functor theorem
maclane:V.7:ex3	ABSENT	#449	4	MacLane V.7: Tensor products of modules via the adjoint functor theorem
maclane:V.7:ex1	ABSENT	#450	4	MacLane V.7: Colimits in algebraic categories via the adjoint functor theorem
